Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away
2023-24-1024,Denver Nuggets,Los Angeles Lakers,228.5,4.5,-192,160,226,12,7,7
2023-24-1024,Golden State Warriors,Phoenix Suns,234.5,2.5,-148,124,212,-4,7,7
2023-24-1025,Indiana Pacers,Washington Wizards,235.5,5.0,-200,154,263,23,7,7
2023-24-1025,Charlotte Hornets,Atlanta Hawks,234.5,-5.0,164,-198,226,6,7,7
2023-24-1025,Orlando Magic,Houston Rockets,220.0,4.5,-210,160,202,30,7,7
2023-24-1025,New York Knicks,Boston Celtics,224.5,-4.5,130,-166,212,-4,7,7
2023-24-1025,Miami Heat,Detroit Pistons,218.5,9.5,-475,325,205,1,7,7
2023-24-1025,Brooklyn Nets,Cleveland Cavaliers,218.5,-1.5,-110,-120,227,-1,7,7
2023-24-1025,Toronto Raptors,Minnesota Timberwolves,220.5,0.5,-125,-105,191,3,7,7
2023-24-1025,Chicago Bulls,Oklahoma City Thunder,224.5,2.5,-140,110,228,-20,7,7
2023-24-1025,Memphis Grizzlies,New Orleans Pelicans,224.5,1.5,-120,-110,215,-7,7,7
2023-24-1025,Utah Jazz,Sacramento Kings,233.5,-2.5,100,-130,244,-16,7,7
2023-24-1025,San Antonio Spurs,Dallas Mavericks,232.5,-4.5,140,-180,245,-7,7,7
2023-24-1025,Los Angeles Clippers,Portland Trail Blazers,225.5,10.5,-580,380,234,12,7,7
2023-24-1026,Milwaukee Bucks,Philadelphia 76ers,227.5,5.5,-230,175,235,1,7,7
2023-24-1026,Los Angeles Lakers,Phoenix Suns,226.5,6.5,-250,205,195,5,2,2
2023-24-1027,Memphis Grizzlies,Denver Nuggets,221.5,-6.0,185,-225,212,-4,2,3
2023-24-1027,Charlotte Hornets,Detroit Pistons,227.0,4.5,-180,150,210,-12,2,2
2023-24-1027,Atlanta Hawks,New York Knicks,229.5,0.5,-110,-120,246,-6,2,2
2023-24-1027,Boston Celtics,Miami Heat,217.5,9.5,-375,270,230,8,2,2
2023-24-1027,Cleveland Cavaliers,Oklahoma City Thunder,250.5,2.0,-135,114,213,-3,2,2
2023-24-1027,San Antonio Spurs,Houston Rockets,224.5,3.5,-155,130,248,4,2,2
2023-24-1027,Chicago Bulls,Toronto Raptors,216.0,2.5,-135,114,207,1,2,2
2023-24-1027,Dallas Mavericks,Brooklyn Nets,228.5,6.5,-270,200,245,5,2,2
2023-24-1027,Utah Jazz,Los Angeles Clippers,228.0,-4.0,145,-175,238,2,2,2
2023-24-1027,Sacramento Kings,Golden State Warriors,237.0,3.5,-162,136,236,-8,2,3
2023-24-1027,Portland Trail Blazers,Orlando Magic,220.5,-3.5,120,-150,199,-5,2,2
2023-24-1028,New Orleans Pelicans,New York Knicks,223.5,3.5,-140,110,183,9,3,1
2023-24-1028,Detroit Pistons,Chicago Bulls,213.5,-2.5,114,-145,220,16,1,1
2023-24-1028,Washington Wizards,Memphis Grizzlies,226.5,1.5,-115,-115,219,7,3,1
2023-24-1028,Cleveland Cavaliers,Indiana Pacers,220.0,-3.5,124,-148,238,-12,1,3
2023-24-1028,Toronto Raptors,Philadelphia 76ers,214.5,-5.0,164,-198,221,-7,1,2
2023-24-1028,Minnesota Timberwolves,Miami Heat,215.0,8.0,-340,270,196,16,3,1
2023-24-1028,Phoenix Suns,Utah Jazz,223.0,5.5,-218,180,230,22,2,1
2023-24-1029,Oklahoma City Thunder,Denver Nuggets,229.5,-3.5,140,-166,223,-33,2,2
2023-24-1029,Houston Rockets,Golden State Warriors,223.5,-6.5,200,-270,201,-11,2,2
2023-24-1029,Milwaukee Bucks,Atlanta Hawks,239.0,6.0,-250,190,237,-17,3,2
2023-24-1029,Philadelphia 76ers,Portland Trail Blazers,217.0,9.5,-500,340,224,28,1,2
2023-24-1029,Sacramento Kings,Los Angeles Lakers,236.0,2.5,-130,110,259,5,2,3
2023-24-1029,Los Angeles Clippers,San Antonio Spurs,229.5,9.5,-445,310,206,40,2,2
2023-24-1030,Washington Wizards,Boston Celtics,231.5,-10.5,390,-520,233,-19,2,3
2023-24-1030,Charlotte Hornets,Brooklyn Nets,227.5,-1.0,-105,-115,254,-12,3,3
2023-24-1030,Indiana Pacers,Chicago Bulls,229.0,3.5,-162,136,217,-7,2,2
2023-24-1030,Atlanta Hawks,Minnesota Timberwolves,227.5,-2.0,114,-135,240,14,1,2
2023-24-1030,Toronto Raptors,Portland Trail Blazers,216.5,9.5,-410,320,190,-8,2,1
2023-24-1030,Memphis Grizzlies,Dallas Mavericks,222.5,1.5,-125,105,235,-15,2,3
2023-24-1030,New Orleans Pelicans,Golden State Warriors,220.5,2.5,-142,120,232,-28,2,1
2023-24-1030,Oklahoma City Thunder,Detroit Pistons,224.0,6.5,-265,215,236,12,1,2
2023-24-1030,Milwaukee Bucks,Miami Heat,225.5,7.5,-298,240,236,8,1,2
2023-24-1030,Denver Nuggets,Utah Jazz,225.5,8.5,-360,285,212,8,1,2
2023-24-1030,Los Angeles Lakers,Orlando Magic,220.0,3.5,-180,150,209,3,1,3
2023-24-1031,Cleveland Cavaliers,New York Knicks,214.0,-2.0,110,-130,200,-18,3,3
2023-24-1031,Phoenix Suns,San Antonio Spurs,225.5,7.0,-285,230,229,-1,3,2
2023-24-1031,Los Angeles Clippers,Orlando Magic,220.0,6.5,-250,205,220,16,2,1
2023-24-1101,Toronto Raptors,Milwaukee Bucks,223.5,-4.0,154,-185,241,19,2,2
2023-24-1101,Detroit Pistons,Portland Trail Blazers,216.0,3.5,-162,136,211,-9,2,2
2023-24-1101,Boston Celtics,Indiana Pacers,233.5,13.5,-800,550,259,51,2,2
2023-24-1101,Atlanta Hawks,Washington Wizards,240.0,9.5,-425,330,251,9,2,2
2023-24-1101,New York Knicks,Cleveland Cavaliers,211.0,5.5,-218,180,184,-6,1,1
2023-24-1101,Miami Heat,Brooklyn Nets,223.5,6.5,-250,190,214,-4,2,2
2023-24-1101,Oklahoma City Thunder,New Orleans Pelicans,228.5,3.5,-160,124,216,-4,2,2
2023-24-1101,Houston Rockets,Charlotte Hornets,222.0,3.0,-148,124,247,9,3,2
2023-24-1101,Minnesota Timberwolves,Denver Nuggets,219.5,-2.5,114,-135,199,21,2,2
2023-24-1101,Dallas Mavericks,Chicago Bulls,220.5,3.5,-162,136,219,9,2,2
2023-24-1101,Utah Jazz,Memphis Grizzlies,225.5,2.0,-135,114,242,24,2,2
2023-24-1101,Golden State Warriors,Sacramento Kings,227.5,7.0,-265,215,203,1,2,3
2023-24-1101,Los Angeles Lakers,Los Angeles Clippers,227.5,2.5,-145,114,255,5,2,1
2023-24-1102,Philadelphia 76ers,Toronto Raptors,214.5,7.5,-278,225,213,15,4,1
2023-24-1102,New Orleans Pelicans,Detroit Pistons,215.5,4.5,-200,154,241,9,1,1
2023-24-1102,Utah Jazz,Orlando Magic,224.5,-1.5,-105,-125,228,-2,1,2
2023-24-1102,Phoenix Suns,San Antonio Spurs,229.5,10.5,-500,340,253,-11,2,2
2023-24-1103,Indiana Pacers,Cleveland Cavaliers,230.5,-2.5,114,-135,237,5,2,2
2023-24-1103,Milwaukee Bucks,New York Knicks,224.5,5.5,-198,164,215,5,2,2
2023-24-1103,Chicago Bulls,Brooklyn Nets,221.0,4.0,-175,145,216,-2,2,2
2023-24-1103,Oklahoma City Thunder,Golden State Warriors,225.5,-6.0,200,-245,280,-2,2,2
2023-24-1103,Miami Heat,Washington Wizards,225.5,8.5,-375,270,235,7,2,2
2023-24-1103,Denver Nuggets,Dallas Mavericks,230.5,4.5,-195,150,239,11,2,2
2023-24-1103,Portland Trail Blazers,Memphis Grizzlies,219.5,-3.5,140,-166,228,2,2,2
2023-24-1104,Philadelphia 76ers,Phoenix Suns,220.5,5.5,-245,200,212,12,2,2
2023-24-1104,Indiana Pacers,Charlotte Hornets,239.5,5.5,-245,185,249,-1,1,3
2023-24-1104,New Orleans Pelicans,Atlanta Hawks,237.5,1.5,-122,102,228,-18,2,3
2023-24-1104,Orlando Magic,Los Angeles Lakers,222.5,-3.5,136,-162,221,19,2,3
2023-24-1104,Minnesota Timberwolves,Utah Jazz,224.5,7.5,-325,260,218,28,3,2
2023-24-1104,Brooklyn Nets,Boston Celtics,226.0,-10.0,370,-485,238,-10,1,3
2023-24-1104,Houston Rockets,Sacramento Kings,221.0,-2.5,120,-142,196,18,3,3
2023-24-1104,Denver Nuggets,Chicago Bulls,217.5,9.5,-380,300,224,22,1,1
2023-24-1105,Detroit Pistons,Phoenix Suns,219.0,-3.0,136,-162,226,-14,3,1
2023-24-1105,San Antonio Spurs,Toronto Raptors,222.5,-4.5,154,-185,239,-7,3,3
2023-24-1105,Cleveland Cavaliers,Golden State Warriors,222.5,1.0,-120,100,219,11,2,2
2023-24-1105,Dallas Mavericks,Charlotte Hornets,235.0,11.5,-600,440,242,6,2,1
2023-24-1105,Portland Trail Blazers,Memphis Grizzlies,220.5,-2.5,100,-130,212,-12,2,2
2023-24-1106,Indiana Pacers,San Antonio Spurs,238.5,8.5,-355,280,263,41,2,1
2023-24-1106,Detroit Pistons,Golden State Warriors,225.5,-8.5,280,-355,229,-11,1,1
2023-24-1106,Philadelphia 76ers,Washington Wizards,229.5,11.5,-520,390,274,18,2,3
2023-24-1106,Orlando Magic,Dallas Mavericks,229.5,-1.0,-105,-115,219,-15,2,1
2023-24-1106,Miami Heat,Los Angeles Lakers,222.5,1.5,-125,-105,215,1,3,2
2023-24-1106,New York Knicks,Los Angeles Clippers,221.5,1.5,-120,-110,208,14,3,5
2023-24-1106,Brooklyn Nets,Milwaukee Bucks,235.5,-3.5,120,-150,254,-4,2,3
2023-24-1106,Houston Rockets,Sacramento Kings,215.5,4.5,-190,145,219,25,2,2
2023-24-1106,Oklahoma City Thunder,Atlanta Hawks,229.5,3.5,-145,114,243,9,3,2
2023-24-1106,Chicago Bulls,Utah Jazz,235.5,7.5,-375,270,243,17,2,2
2023-24-1106,Minnesota Timberwolves,Boston Celtics,219.5,-3.5,130,-166,223,5,2,2
2023-24-1106,Denver Nuggets,New Orleans Pelicans,229.5,-4.5,150,-195,250,18,2,2
2023-24-1108,Indiana Pacers,Utah Jazz,242.5,5.5,-225,185,252,16,2,2
2023-24-1108,Philadelphia 76ers,Boston Celtics,229.5,-2.5,124,-148,209,3,2,2
2023-24-1108,Charlotte Hornets,Washington Wizards,238.5,1.5,-122,102,248,-16,3,2
2023-24-1108,New York Knicks,San Antonio Spurs,221.5,9.5,-360,260,231,21,2,2
2023-24-1108,Brooklyn Nets,Los Angeles Clippers,231.5,-5.5,180,-218,193,7,2,2
2023-24-1108,Minnesota Timberwolves,New Orleans Pelicans,216.5,9.5,-355,280,223,21,2,2
2023-24-1108,Houston Rockets,Los Angeles Lakers,223.0,-1.5,102,-122,222,34,2,2
2023-24-1108,Memphis Grizzlies,Miami Heat,216.5,-1.5,105,-125,210,-6,3,2
2023-24-1108,Chicago Bulls,Phoenix Suns,217.5,0.5,-105,-115,231,-1,2,3
2023-24-1108,Milwaukee Bucks,Detroit Pistons,227.5,12.5,-600,440,238,2,2,2
2023-24-1108,Oklahoma City Thunder,Cleveland Cavaliers,227.5,-2.5,110,-130,248,8,2,3
2023-24-1108,Dallas Mavericks,Toronto Raptors,225.5,4.0,-170,142,243,-11,2,3
2023-24-1108,Denver Nuggets,Golden State Warriors,229.5,4.5,-195,150,213,3,2,2
2023-24-1108,Sacramento Kings,Portland Trail Blazers,221.5,8.5,-325,260,239,3,2,3
2023-24-1109,Indiana Pacers,Milwaukee Bucks,239.5,-1.5,-105,-115,250,2,1,1
2023-24-1109,Orlando Magic,Atlanta Hawks,232.5,-3.5,120,-150,239,-1,3,3
2023-24-1110,Detroit Pistons,Philadelphia 76ers,224.5,-8.5,310,-395,220,-8,2,2
2023-24-1110,Washington Wizards,Charlotte Hornets,240.5,3.5,-148,124,241,-7,2,2
2023-24-1110,Boston Celtics,Brooklyn Nets,228.5,12.5,-550,410,228,14,2,2
2023-24-1110,San Antonio Spurs,Minnesota Timberwolves,224.5,-7.5,240,-285,227,-7,2,2
2023-24-1110,Houston Rockets,New Orleans Pelicans,220.5,3.5,-148,124,205,3,2,2
2023-24-1110,Memphis Grizzlies,Utah Jazz,229.5,4.5,-180,150,248,-6,2,2
2023-24-1110,Dallas Mavericks,Los Angeles Clippers,235.5,1.0,-118,-102,270,18,2,2
2023-24-1110,Sacramento Kings,Oklahoma City Thunder,232.5,2.5,-140,110,203,7,2,2
2023-24-1110,Phoenix Suns,Los Angeles Lakers,223.5,-2.5,105,-135,241,-3,2,2
2023-24-1111,Orlando Magic,Milwaukee Bucks,226.5,-2.5,110,-130,209,15,2,2
2023-24-1111,Boston Celtics,Toronto Raptors,223.5,8.5,-345,275,211,23,1,3
2023-24-1111,Atlanta Hawks,Miami Heat,227.5,7.5,-278,225,226,-8,2,3
2023-24-1111,Golden State Warriors,Cleveland Cavaliers,224.5,4.5,-180,150,228,-8,3,3
2023-24-1112,New York Knicks,Charlotte Hornets,224.5,10.5,-470,360,236,22,4,2
2023-24-1112,Brooklyn Nets,Washington Wizards,233.5,6.5,-258,210,196,8,2,2
2023-24-1112,Los Angeles Clippers,Memphis Grizzlies,224.5,8.5,-345,275,206,-4,2,2
2023-24-1112,Philadelphia 76ers,Indiana Pacers,237.5,7.5,-278,225,263,11,2,3
2023-24-1112,San Antonio Spurs,Miami Heat,222.5,-1.5,-105,-115,231,-5,2,1
2023-24-1112,Houston Rockets,Denver Nuggets,215.5,-5.0,170,-205,211,3,2,4
2023-24-1112,Chicago Bulls,Detroit Pistons,219.5,6.5,-238,195,227,11,4,2
2023-24-1112,New Orleans Pelicans,Dallas Mavericks,237.5,-3.5,130,-155,260,-12,2,2
2023-24-1112,Phoenix Suns,Oklahoma City Thunder,231.5,4.5,-175,135,210,-12,2,2
2023-24-1112,Golden State Warriors,Minnesota Timberwolves,221.5,3.5,-155,130,226,-6,1,2
2023-24-1112,Los Angeles Lakers,Portland Trail Blazers,220.5,8.5,-355,280,226,6,2,4
2023-24-1113,Boston Celtics,New York Knicks,220.5,9.5,-440,340,212,16,2,1
2023-24-1113,Toronto Raptors,Washington Wizards,230.0,8.0,-345,275,218,4,2,1
2023-24-1113,Milwaukee Bucks,Chicago Bulls,230.5,9.5,-440,340,227,9,2,1
2023-24-1113,Sacramento Kings,Cleveland Cavaliers,229.0,1.0,-115,-105,252,12,3,2
2023-24-1114,Detroit Pistons,Atlanta Hawks,224.5,-4.5,154,-192,246,-6,2,3
2023-24-1114,Charlotte Hornets,Miami Heat,221.0,-6.0,200,-245,216,-6,2,2
2023-24-1114,Philadelphia 76ers,Indiana Pacers,240.0,6.0,-238,195,258,-6,2,2
2023-24-1114,Oklahoma City Thunder,San Antonio Spurs,237.5,10.5,-475,325,210,36,2,2
2023-24-1114,Brooklyn Nets,Orlando Magic,218.5,2.5,-142,120,228,20,2,3
2023-24-1114,New Orleans Pelicans,Dallas Mavericks,239.5,-3.5,124,-148,241,21,2,2
2023-24-1114,Utah Jazz,Portland Trail Blazers,230.0,7.0,-245,200,214,16,4,2
2023-24-1114,Denver Nuggets,Los Angeles Clippers,226.5,4.5,-198,164,219,3,2,2
2023-24-1114,Golden State Warriors,Minnesota Timberwolves,216.0,-3.0,124,-148,205,-3,2,2
2023-24-1114,Los Angeles Lakers,Memphis Grizzlies,226.0,7.0,-238,195,241,27,2,2
2023-24-1115,Washington Wizards,Dallas Mavericks,243.5,-3.5,140,-166,247,-13,2,1
2023-24-1115,Philadelphia 76ers,Boston Celtics,225.5,-1.5,-110,-120,224,-10,1,2
2023-24-1115,Toronto Raptors,Milwaukee Bucks,224.5,-1.5,-105,-115,240,-16,2,2
2023-24-1115,Atlanta Hawks,New York Knicks,229.5,1.5,-122,102,230,-2,1,2
2023-24-1115,Chicago Bulls,Orlando Magic,215.5,2.5,-130,110,190,-2,2,1
2023-24-1115,Phoenix Suns,Minnesota Timberwolves,222.5,4.5,-162,136,248,18,3,1
2023-24-1115,Los Angeles Lakers,Sacramento Kings,237.5,1.5,-115,-115,235,-15,1,2
2023-24-1115,Portland Trail Blazers,Cleveland Cavaliers,218.0,-10.0,340,-440,204,-14,1,2
2023-24-1116,Miami Heat,Brooklyn Nets,214.5,3.5,-155,130,237,7,2,2
2023-24-1116,Golden State Warriors,Oklahoma City Thunder,226.5,-3.0,140,-166,237,-19,2,2
2023-24-1117,Charlotte Hornets,Milwaukee Bucks,243.0,-8.5,280,-355,229,-31,3,2
2023-24-1117,Washington Wizards,New York Knicks,226.0,-7.0,215,-265,219,-21,2,2
2023-24-1117,Toronto Raptors,Boston Celtics,222.5,-7.5,220,-298,213,-3,2,2
2023-24-1117,San Antonio Spurs,Sacramento Kings,238.5,-8.5,240,-330,249,-9,3,2
2023-24-1117,Atlanta Hawks,Philadelphia 76ers,238.5,-1.5,-105,-125,242,-10,2,2
2023-24-1117,Cleveland Cavaliers,Detroit Pistons,219.5,9.5,-425,300,208,8,2,3
2023-24-1117,Chicago Bulls,Orlando Magic,213.5,4.5,-166,130,200,-6,2,2
2023-24-1117,New Orleans Pelicans,Denver Nuggets,226.5,-4.5,-115,-115,225,5,3,3
2023-24-1117,Portland Trail Blazers,Los Angeles Lakers,230.5,-13.5,600,-1050,202,-12,2,2
2023-24-1117,Utah Jazz,Phoenix Suns,249.5,-8.5,250,-345,259,-3,3,2
2023-24-1117,Los Angeles Clippers,Houston Rockets,220.5,7.5,-270,200,206,6,3,5
2023-24-1118,Charlotte Hornets,New York Knicks,223.5,-6.5,190,-230,230,-14,1,1
2023-24-1118,New Orleans Pelicans,Minnesota Timberwolves,220.5,-7.5,225,-278,241,-1,1,3
2023-24-1118,Chicago Bulls,Miami Heat,212.0,-2.0,105,-125,199,5,1,2
2023-24-1118,San Antonio Spurs,Memphis Grizzlies,226.5,-3.5,124,-148,228,-12,1,4
2023-24-1118,Milwaukee Bucks,Dallas Mavericks,247.5,1.5,-120,100,257,7,1,3
2023-24-1118,Golden State Warriors,Oklahoma City Thunder,236.5,1.5,-122,102,253,-7,2,2
2023-24-1119,Brooklyn Nets,Philadelphia 76ers,224.5,-3.5,145,-175,220,-22,3,2
2023-24-1119,Toronto Raptors,Detroit Pistons,219.5,9.5,-395,310,255,29,2,2
2023-24-1119,Indiana Pacers,Orlando Magic,236.5,4.5,-192,160,244,-12,5,2
2023-24-1119,Cleveland Cavaliers,Denver Nuggets,215.5,-4.5,145,-175,230,12,2,2
2023-24-1119,Dallas Mavericks,Sacramento Kings,247.5,1.5,-120,100,242,-16,1,2
2023-24-1119,Memphis Grizzlies,Boston Celtics,222.5,-12.5,490,-675,202,-2,1,2
2023-24-1119,Utah Jazz,Phoenix Suns,238.5,-5.5,160,-192,277,-3,2,2
2023-24-1119,Portland Trail Blazers,Oklahoma City Thunder,223.5,-6.5,195,-260,225,-43,2,1
2023-24-1119,Los Angeles Lakers,Houston Rockets,221.5,6.5,-218,180,209,1,2,2
2023-24-1120,Charlotte Hornets,Boston Celtics,234.5,-8.5,280,-355,239,3,2,1
2023-24-1120,Washington Wizards,Milwaukee Bucks,246.5,-9.5,310,-395,271,-13,3,2
2023-24-1120,Detroit Pistons,Denver Nuggets,225.5,-9.5,330,-425,210,-4,1,1
2023-24-1120,Minnesota Timberwolves,New York Knicks,214.5,2.5,-135,114,217,17,2,2
2023-24-1120,Chicago Bulls,Miami Heat,209.5,-1.5,-108,-112,218,-18,2,2
2023-24-1120,New Orleans Pelicans,Sacramento Kings,237.5,-1.0,105,-125,222,36,2,1
2023-24-1120,San Antonio Spurs,Los Angeles Clippers,231.0,-8.5,295,-375,223,-25,2,3
2023-24-1120,Golden State Warriors,Houston Rockets,220.5,7.5,-278,225,237,5,2,1
2023-24-1121,Orlando Magic,Toronto Raptors,215.5,1.5,-120,100,233,19,2,2
2023-24-1121,Atlanta Hawks,Indiana Pacers,251.5,3.5,-155,130,309,-5,4,2
2023-24-1121,Philadelphia 76ers,Cleveland Cavaliers,219.5,7.5,-325,260,241,-3,2,2
2023-24-1121,Phoenix Suns,Portland Trail Blazers,223.5,12.5,-800,550,227,13,2,2
2023-24-1121,Los Angeles Lakers,Utah Jazz,239.0,7.5,-340,270,230,32,2,2
2023-24-1122,Charlotte Hornets,Washington Wizards,240.5,3.5,-148,124,231,3,2,2
2023-24-1122,Orlando Magic,Denver Nuggets,218.5,-3.5,124,-148,243,5,1,2
2023-24-1122,Cleveland Cavaliers,Miami Heat,213.5,1.5,-120,100,225,-33,1,2
2023-24-1122,Boston Celtics,Milwaukee Bucks,235.5,6.5,-245,185,235,3,2,2
2023-24-1122,Indiana Pacers,Toronto Raptors,242.5,2.5,-142,120,263,-1,1,1
2023-24-1122,Atlanta Hawks,Brooklyn Nets,236.0,3.5,-162,136,292,2,1,3
2023-24-1122,Oklahoma City Thunder,Chicago Bulls,222.0,7.5,-278,225,218,14,3,2
2023-24-1122,New Orleans Pelicans,Sacramento Kings,234.5,-1.5,-105,-115,229,5,2,2
2023-24-1122,Houston Rockets,Memphis Grizzlies,213.5,4.5,-192,160,202,20,2,3
2023-24-1122,San Antonio Spurs,Los Angeles Clippers,231.0,-8.5,260,-325,211,-7,2,2
2023-24-1122,Minnesota Timberwolves,Philadelphia 76ers,221.5,6.5,-238,195,211,13,2,1
2023-24-1122,Portland Trail Blazers,Utah Jazz,228.5,-3.5,136,-162,226,16,1,1
2023-24-1122,Phoenix Suns,Golden State Warriors,233.5,3.5,-148,124,238,8,1,2
2023-24-1122,Los Angeles Lakers,Dallas Mavericks,244.5,-1.0,-110,-110,205,-3,1,3
2023-24-1124,Orlando Magic,Boston Celtics,221.0,-5.5,180,-218,209,17,2,2
2023-24-1124,Memphis Grizzlies,Phoenix Suns,220.5,-3.5,140,-166,199,-21,2,2
2023-24-1124,Toronto Raptors,Chicago Bulls,217.5,4.5,-192,160,229,13,2,2
2023-24-1124,New York Knicks,Miami Heat,210.5,5.5,-198,164,198,2,4,2
2023-24-1124,Indiana Pacers,Detroit Pistons,245.5,8.5,-355,280,249,23,2,4
2023-24-1124,Minnesota Timberwolves,Sacramento Kings,229.5,4.5,-180,150,235,-13,2,2
2023-24-1124,Milwaukee Bucks,Washington Wizards,248.5,13.5,-750,525,259,3,2,2
2023-24-1124,Houston Rockets,Denver Nuggets,216.5,-3.5,120,-142,191,19,2,2
2023-24-1124,Golden State Warriors,San Antonio Spurs,236.5,10.5,-425,330,230,6,2,2
2023-24-1124,Los Angeles Clippers,New Orleans Pelicans,226.5,4.5,-192,160,222,-10,2,2
2023-24-1125,Oklahoma City Thunder,Philadelphia 76ers,231.5,-1.5,-105,-115,250,-4,3,3
2023-24-1125,Brooklyn Nets,Miami Heat,217.0,7.5,-290,235,209,15,3,1
2023-24-1125,Washington Wizards,Atlanta Hawks,250.5,-8.5,260,-325,244,-28,1,3
2023-24-1125,Cleveland Cavaliers,Los Angeles Lakers,227.5,4.5,-166,140,236,-6,3,3
2023-24-1125,Utah Jazz,New Orleans Pelicans,227.5,-3.5,120,-142,205,5,3,1
2023-24-1125,Los Angeles Clippers,Dallas Mavericks,237.5,0.5,-118,-102,195,19,1,3
2023-24-1126,Milwaukee Bucks,Portland Trail Blazers,231.5,12.5,-650,470,210,6,2,4
2023-24-1126,Boston Celtics,Atlanta Hawks,237.0,7.5,-278,225,216,10,2,1
2023-24-1126,Orlando Magic,Charlotte Hornets,227.5,6.5,-250,205,247,13,2,4
2023-24-1126,New York Knicks,Phoenix Suns,219.5,6.5,-265,215,229,-3,2,2
2023-24-1126,Memphis Grizzlies,Minnesota Timberwolves,217.5,-6.5,200,-245,216,-22,2,2
2023-24-1126,Cleveland Cavaliers,Toronto Raptors,222.5,3.5,-148,124,207,3,1,2
2023-24-1126,Brooklyn Nets,Chicago Bulls,221.0,2.5,-135,114,227,9,1,2
2023-24-1126,Denver Nuggets,San Antonio Spurs,230.0,10.5,-485,370,252,12,2,2
2023-24-1127,Detroit Pistons,Washington Wizards,237.0,2.0,-130,110,233,-19,3,2
2023-24-1127,Indiana Pacers,Portland Trail Blazers,241.5,11.5,-600,440,224,-4,3,1
2023-24-1127,Philadelphia 76ers,Los Angeles Lakers,230.5,6.0,-205,170,232,44,2,2
2023-24-1127,Utah Jazz,New Orleans Pelicans,232.5,-6.5,195,-238,226,2,2,2
2023-24-1127,Los Angeles Clippers,Denver Nuggets,218.0,12.0,-550,410,217,-9,2,1
2023-24-1128,Boston Celtics,Chicago Bulls,219.5,13.0,-850,575,221,27,2,2
2023-24-1128,Brooklyn Nets,Toronto Raptors,223.5,1.5,-120,100,218,12,2,2
2023-24-1128,New York Knicks,Charlotte Hornets,220.5,11.5,-520,390,206,24,2,2
2023-24-1128,Cleveland Cavaliers,Atlanta Hawks,238.5,4.5,-180,150,233,23,2,2
